id,vals
-313110087214551062,0
-1419330230865701902,0
1226798189471799441,1
-1696434576719125345,0
-4059678801756598746,0
7843116929565247209,0
-8649716108150142192,1
4929591206853204073,0
2095489489764913644,1
-1045532636692788505,0
-9192935959357046406,1
-4562926003286377500,0
-3793685868251545769,0
-7766036189096778294,0
1006824706118574493,0
2646696933305476053,0
-1027382196718600274,0
-9164836318274252163,0
-1137986679041484105,0
-4047286204217624262,0
8288007685155539462,0
3100954193396749560,0
1984967037061961860,0
1336374044049792303,1
-2707610676413101688,0
-7768753700005027436,0
-2793614306231769052,0
9219558711334005964,0
-1409617003172640551,1
6474277692588993051,0
4856713979721255376,0
-7350269405027297768,0
-7189830902901863078,1
-5101788117457158988,0
-840664795322187373,0
-3251313341674098203,0
931559153024475000,0
-843540429764905625,0
-777206004346570884,0
3557384806163423870,0
-4547214765824447006,1
-3923279346350396251,0
7712800736638910968,0
4569634142473097275,0
4460212779519182845,0
6422386308588167158,0
-397986554923308300,0
-3401767964750884344,0
-4306760154481343031,0
836434012965865750,0
-1373635510122477144,1
-8404513985882808257,1
-150823640291092028,0
-5465531458241754903,1
5292874722277860332,0
8214760065945924687,1
-4813232959768135668,1
2505811831111013276,0
7142168912150196056,1
-4467466069810986243,1
6270124051980922240,0
3384636391613503086,0
-359790430427895505,0
-7587240206797872477,1
2194871682224456810,0
-3702202002742932717,0
8814689920043028193,1
-5417870995180782196,0
8091418138116592261,0
8303918601232311139,0
5203505141503973784,0
-6763716741047576663,0
-4373661144260778842,0
-7774749069798956049,1
-8576523203637262655,0
6576766693132007300,1
658204608109414296,0
4699350425809183150,0
5821378071483985757,0
-826409454199620885,0
-7836560988996072436,0
-9113371307067309796,0
7977690507952490556,0
4448673774901931306,0
3321315743419235277,0
5799047200889618556,0
3904903408485026584,0
4579271029591224897,0
-3750187169152118011,0
-4863344989675089476,0
-5409772055537428499,0
6518028039974122064,0
5330256430274093375,1
4024711927372590782,0
4265880313969180381,0
3912211665295552874,1
8784440453653750022,0
6585356625236796101,0
-2286327326356343936,0
-4011634875916912034,0
-4365998977228840048,0
-4280981140274827034,0
3973041295160396811,0
7570102022886878874,0
5868885215113724870,0
-7999455019134706213,1
-7389396921154137378,1
3055585097237249984,1
7077782062496638260,0
3545251999008749420,0
-4100369778349055883,0
-4010406937321055055,0
6291081308040492043,1
5103946902269016159,0
-2608699696706017332,1
-978450731294227408,0
4521082584925596142,0
2029593257846818631,0
7052440920128016498,1
2214379211759272486,0
6266547565394052789,0
7274172004999030998,0
-7433540065730985537,0
-1794986650586928586,0
6619440589090433638,0
-153944734724581397,0
-3369944336167068333,0
-8065134301353032301,0
3040233379498073395,0
-1609708830140201934,1
316916668489669518,0
-1446752149002218391,0
6545579800204283049,1
-8924320540259951412,0
667093460624579296,0
3871292016202584222,0
-1858151099031335192,0
6241435740270236323,0
5633543649081046345,0
666502654547847299,1
836468542103128433,0
-674834949634194414,0
-5794189950542853140,0
-7108218187447330596,1
2825998740724790905,0
-846091432320381880,1
6193780077342403289,0
2648866911389116350,0
-3368341064831132905,0
-6557148869218306592,0
5432910869232709515,1
7036929731382955664,0
851397444730496197,1
-792411810460453814,0
342579825963692511,0
3823815523056867408,1
-97045689022169839,0
514698084137909826,0
-3250131664011804271,0
-2759812342124487175,0
-9194706332464847171,0
1371172674041721985,0
8929062914563413818,1
4402666561485999235,0
4334998330431807735,0
7786998434324737399,0
-1708715496095112476,0
3944276647701772318,1
-8252102574728708219,1
6731953400501834642,0
8161507633456200802,0
7976040291300545590,0
-1189428127596110377,0
-8436683967561776485,0
-1577640146667391319,0
-7684806989045421607,0
-4187488415650858893,1
5487343934039794768,0
6896144013406313409,1
-8922451822346443754,0
-7481701997769608475,1
5540972625176149879,0
-8929790816244620827,1
-1800387131857608697,0
-411239234030372920,1
6039124673522767593,0
-1216301167822227834,0
-6351586324392752321,0
6162108081450098438,0
-8465660339271453197,0
3960767580561892306,0
-6125003673585826960,0
3063460059060982101,0
-378756049263815211,0
-4402084348879986544,0
2368537703502668482,0
-1423515214902266847,1
-3546070955373360450,1
4183502920173775345,0
-2591887923330508537,0
8307578014385974819,0
6737724929633343375,0
6645892809163700177,0
7100347339204526891,0
1800585601322034648,0
1060378864321240048,0
-9169881421535875667,0
7535662529716308004,1
-5671641353588729543,1
4059466606174024568,0
-8677280907745202374,1
708488399946497977,1
1795941528829506665,0
-2186623740083138308,0
-1878482119727210048,0
3870114720198931560,0
-102559538190648408,0
-7301518610203325356,0
-301220980106993260,0
-498234760151798488,0
-7192665995501231818,0
6025213097225575473,0
-200447404308349347,1
2572693931810288976,0
-3353293347262808416,1
5971805773125018547,0
-7576303398047356310,1
-9135099928988767886,0
-1410796620923678070,0
-3019868719248721556,0
-8360704049804677842,1
8802668552325353136,1
8210078870033855466,1
5908990580238429321,0
1368017935763381397,1
-4052389550631226642,0
-5380650400302672528,0
8832045571807839041,0
9031734728050712,0
-5906680460899675404,1
-3143821051153665807,0
3413288924799070149,1
-4218747022809744420,1
-4640354363391224403,0
-4224757924269679575,0
-7095700835809884262,0
-7815097018663871866,0
-631393905160254941,0
-9106111718578074228,1
5243197443826933477,1
-6195745028973676288,1
-767757642064895272,0
-1882901862763694679,0
-9109938374690800312,0
-5334747431162319401,1
-9006273392851138217,0
-3182318505381943253,1
-986576036988693464,0
2352006192841855269,0
-5113843086100259893,0
-1050585789276749143,0
2316763123814804880,0
-2643702749105144108,0
3483377819817200193,1
7219849698371174546,0
3378969303206181174,1
-5406226768540357834,0
-6466885803949133863,0
2330773970132112437,0
8386677449578494526,0
-4921102412018241445,0
5245751587378389132,1
-624481584870411309,1
-9176805370312756258,1
5229375075894555944,0
646957685494358499,0
2146208001973366328,0
-4043589482183946594,0
8674677076797441906,0
-3442100831808410631,0
-4277437685570285561,1
-2251486803928431838,0
-1733709948026047112,1
3341605710433179074,0
8406213143965729353,0
2917112483204768786,0
-8794359662226327098,0
968548117230539899,1
-9090657461062345635,1
5760505062038461178,0
-5797439130402498447,0
2776418107652111307,1
7487014844344349737,0
228825476701323789,0
-738576041534656540,0
-1339674237277288613,1
4900395679471301797,0
-7062774452902198119,0
-5241929064641219849,1
-7048151078059589313,1
-3316671709124240316,1
8571891034457522638,0
1594514741778056616,0
-7755121526527592998,0
-3702284200476273702,1
8699415585442433067,1
-7857340175378517815,0
-5500561650346487258,1
-5041622647194859614,0
5595159206255188996,0
-935753773922940241,0
-3907770186696067497,0
-6051984086646892217,0
-7437701748379794039,0
2992931237057685675,0
-8056948411722392527,0
2962957859462603442,0
7098666285752619628,0
8745268988034519032,1
6096699631144562846,0
4071937564098479117,0
8197965182938094894,1
-4666890254983868319,0
1291785268721199093,0
5413397994167236163,0
-7276082120417904860,0
-6008132819318387005,0
4527684765786249755,0
7075115214720476328,0
5864563984896872179,0
4279314432480495577,0
-7824448663177630482,0
7451796408473276052,0
-8932512158657015139,0
-145779371668342877,0
1500850460241589757,1
8351376183907309279,1
-6149548886669501437,1
8395593711257978135,0
-7411270938840810265,1
-3620801878818363114,0
7546293724197270961,1
-1362711867155331985,0
-4396297552536131081,1
-4620947439097733955,1
-3595867448893788365,0
1049928531725752752,0
-3157008111038967027,0
-4672305427119806324,0
9113764445756398701,0
-3953404513738894642,0
-571211889225898478,0
1322981466150504811,1
-6397620401363152959,0
9022375835732457321,0
-5529363703679871463,1
97445543945171441,0
-662128017244657723,0
-1069323230782901368,0
4075874010455691382,1
4191140174033977646,0
-4782440672446088606,0
7695927631360246462,0
2284417078817090850,0
-1907427807230453277,0
-5649090893326675284,0
-2632339131822337645,0
-2496523272711668587,0
1888504216837635361,0
-8595742867912142368,0
3267777676079046843,0
1546156437863854332,0
-1478670923323053590,0
3311982720776210114,0
1371150786126310697,0
8241780780158627111,0
-2947260615797470504,0
5717714858995008851,0
6050928907971944315,0
-6387907379495643596,0
-1177274007069890293,0
544048315763965856,0
-1947020267888014387,0
1004832947856745474,0
5241378943356305690,1
-5255146726855638080,0
-3869961162699273693,0
6904552302215181514,0
5044202992338418793,1
4042409036195631726,0
-1012711164416836232,1
-2448410989566679677,0
475952746678987141,1
5330615570723184286,0
-3393188169891126389,0
-7397060819323874037,0
-236183542712018743,0
-4148620247038040454,0
6283576607694317804,0
-5370472447171401600,0
-8336759295982106794,1
3486173331241004464,0
-4919149352724666752,0
-6854480917864589506,1
4282236012180739929,0
-8819131673001677044,0
4295481486993225925,0
441002234093944951,1
-4087346279509280481,0
-8014014461109585264,0
8420454169913071707,0
-5165211810060478208,1
8922567236640291929,0
-3132820051487721380,0
468841133420696732,0
4327657881480981737,0
8359032107521740298,0
-2629540684134036564,1
3502622971765438560,0
-603921564297341288,1
7475154766309136297,0
113734322081162297,0
5575392132823953395,0
-2393922591219698014,0
-1819866721933349609,0
2805226524725020932,0
-4495591078489354861,0
-5458219950498857242,0
8456427310139160712,1
5047137622583252265,0
95056229490675007,0
-7323153451030326629,0
-1682241751138957170,0
-6689881537122777552,0
7190277126536940216,1
3348780772077276509,0
-7331268103974376216,0
6878586248356431976,1
-850238611499615802,1
-717159534116749611,0
769441463698378892,0
3844854008007800866,0
-5103206560682242352,0
6374341977155961128,0
6571281498824537472,0
-8005073601399489202,1
6253288322194687096,0
5664455999545076831,0
-9061229331062397023,1
3363283002479704958,0
-265969187945516206,0
-1035668300160973282,0
8745020765891196129,1
-6688058355240865779,1
-3902626568792087615,0
1188546736311367603,0
-2406399959167536738,0
-2270321451133529644,0
7336013707349969736,0
-8616734187686414590,1
3689499817543517613,1
-8313116818391311401,1
7149154095808667281,1
8608953495360456528,0
6103840004775258717,0
1065427265517773042,0
2801747555982567448,1
-8098489707629537416,0
3164525473649296227,1
6265113946229567249,0
5803437664171600462,1
-7500964641319175088,0
-6359717486012791738,0
4992416637298805557,0
-4694701400941441777,0
-5359443708959330081,0
-7075451736310425215,0
-1169887835766809307,0
4643357204487745476,0
3968179884793800287,0
7277446612638807339,0
7585100830011532626,0
7164904172483191370,1
1722418105043545679,0
-49300307946859455,0
-4470455068004533347,1
-1056232708961530290,0
-2955106360169542259,0
-7004082076381766440,0
-8116314429535185670,1
-3745825080064811534,1
-2956469234445545059,0
-1644145854791725727,1
-625446131100247071,0
6546995289230420042,0
7710232712538667256,0
1605580472278344908,0
6852844215549565629,0
-4809658393541842460,0
579675973043445789,0
6391112311180299189,0
8190718050237424139,0
-2702389602340193962,0
-6312286486109087393,0
5971048600745750868,1
2121755183447920357,1
-4043750279295038660,0
2782812105181276415,0
-7607601607199795161,0
-9134617191893460361,0
9133950593381829918,0
-6948559971621125045,0
-2802697716102150123,0
-439979147546096476,0
750600115781302984,0
-1223905800740666513,0
2448311600587385329,0
-4874050656287973261,0
2847963258029519740,0
3319152122033597079,1
3604355367449128218,0
-4222440332539334777,0
-8586079019147709172,0
441154148433134921,0
3079989711289689013,0
-2301073292405844719,0
-3764019301840829164,0
8240990735563831552,0
-3039854253323389397,0
-2513706921334317979,0
7769164491643016979,1
2618149063724808892,0
